City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
360,Waldoboro,US,44.0954,-69.3756,46.89,94,4,4.05,clear sky
361,Lac-Megantic,CA,45.5834,-70.8823,36.52,99,100,2.77,overcast clouds
362,Oxford,GB,51.7522,-1.256,35.78,95,56,1.14,broken clouds
363,Cumberland,US,35.0502,-78.8664,59.5,41,0,9.22,haze
364,Shiloh,US,38.5614,-89.8973,39.74,77,100,11.12,overcast clouds
365,Easley,US,34.8298,-82.6015,46.09,59,75,12.66,broken clouds
366,Parker,US,32.7668,-97.8003,60.51,33,0,4.81,clear sky
367,Minot,US,48.2325,-101.2963,43.02,31,0,8.05,clear sky
368,Brawley,US,32.9787,-115.5303,93.81,11,0,5.75,clear sky
369,San Angelo,US,31.4638,-100.437,66.42,16,0,4.61,clear sky
370,Puerto Palomas,MX,31.7667,-107.6167,63.77,11,0,9.15,clear sky
371,Belen,TR,36.4891,36.2233,55.54,67,40,5.75,scattered clouds
372,Le Mars,US,42.7942,-96.1656,42.31,48,0,6.91,clear sky
373,Dryden,CA,49.7833,-92.7503,35.89,35,0,5.75,clear sky
374,Vicente Guerrero,MX,19.1194,-98.1708,54.79,65,100,5.55,overcast clouds
375,Roberval,CA,48.5168,-72.2324,34.43,93,75,2.3,light snow
376,Fremont,US,37.5483,-121.9886,78.51,59,0,16.11,clear sky
377,Praxedis Guerrero,MX,31.3667,-106.0167,72.86,12,0,9.93,clear sky
378,Winfield,US,37.2398,-96.9956,50.77,33,0,3.44,clear sky
379,Cumpas,MX,29.9833,-109.7833,72.77,18,2,5.1,clear sky
380,Wawa,NG,9.9022,4.4192,83.64,61,99,10.0,overcast clouds
381,Ellensburg,US,46.9965,-120.5479,48.33,77,0,14.97,clear sky
382,Ojinaga,MX,29.5667,-104.4167,72.55,17,0,13.8,clear sky
383,Enid,US,36.3956,-97.8784,50.02,31,0,5.75,clear sky
384,Hannibal,US,39.7084,-91.3585,40.33,65,100,5.75,overcast clouds
385,Forrest City,US,35.0081,-90.7898,39.09,75,66,7.25,broken clouds
386,Dana Point,US,33.467,-117.6981,91.04,20,25,7.0,scattered clouds
387,Yucaipa,US,34.0336,-117.0431,84.2,19,0,13.8,clear sky
388,Salisbury,GB,51.0693,-1.7957,36.81,88,37,9.22,scattered clouds
389,Carbondale,US,37.7273,-89.2168,42.8,68,100,11.5,overcast clouds
390,Elizabethtown,US,37.694,-85.8591,38.41,80,100,10.36,overcast clouds
391,Merrill,US,45.1805,-89.6835,32.68,71,40,5.75,scattered clouds
392,New Ulm,US,44.3125,-94.4605,38.93,58,0,13.8,clear sky
393,Loveland,US,40.3978,-105.075,59.29,22,0,6.91,clear sky
394,Thurso,GB,58.5927,-3.5259,36.86,69,100,19.44,overcast clouds
395,Palm Coast,US,29.585,-81.2078,64.0,60,0,9.22,clear sky
396,Terrell,US,32.736,-96.2753,60.19,34,0,4.61,clear sky
397,Truckee,US,39.328,-120.1833,66.52,31,0,5.75,clear sky
398,Topeka,US,39.0483,-95.678,45.57,37,0,9.22,clear sky
399,Green Valley,US,31.8543,-110.9937,84.27,8,0,6.06,clear sky
400,Belleville,CA,44.1788,-77.3705,39.79,85,20,1.01,few clouds
401,Hailey,US,43.5196,-114.3153,62.46,22,0,0.0,clear sky
402,Cananea,MX,30.95,-110.3,62.58,12,0,1.74,clear sky
403,Lebanon,US,36.2081,-86.2911,43.02,71,100,6.91,overcast clouds
404,Bellevue,US,47.6104,-122.2007,49.75,80,75,12.66,broken clouds
405,Bagotville,AU,-28.9833,153.4167,77.02,87,72,11.14,broken clouds
406,Blythe,US,33.6103,-114.5964,93.65,6,0,4.61,clear sky
407,Cabot,US,34.9745,-92.0165,46.26,69,100,0.0,overcast clouds
408,Atikokan,CA,48.7555,-91.6216,27.14,86,17,8.46,few clouds
409,Oakdale,US,44.963,-92.9649,40.32,39,0,12.66,clear sky
410,Lexington Park,US,38.2668,-76.4538,54.64,71,75,8.05,broken clouds
411,West Plains,US,36.7281,-91.8524,40.03,71,100,7.0,overcast clouds
412,Worthington,US,40.0931,-83.018,42.75,83,100,9.22,overcast clouds
413,Excelsior Springs,US,39.3392,-94.2261,46.27,46,0,4.61,clear sky
414,Bridgton,US,44.0548,-70.7128,42.78,96,54,2.13,broken clouds
415,Saint-Andre-Avellin,CA,45.7168,-75.066,36.93,97,95,4.52,overcast clouds
416,Malibu,US,34.005,-118.8101,91.96,43,6,8.01,clear sky
417,Shelbyville,US,35.4834,-86.4603,42.91,56,100,8.05,overcast clouds
418,Muscatine,US,41.4667,-91.1335,38.66,69,100,5.75,overcast clouds
419,Pueblo,US,38.2545,-104.6091,60.75,19,0,5.75,clear sky
420,Springhill,US,33.006,-93.4668,53.49,67,1,4.29,clear sky
421,Puerto Penasco,MX,31.3167,-113.5333,79.92,37,58,14.0,broken clouds
422,Labelle,US,26.7617,-81.4384,69.82,59,42,7.85,scattered clouds
423,Siloam Springs,US,36.1881,-94.5405,45.45,50,0,4.61,clear sky
424,Rimouski,CA,48.4488,-68.524,37.58,97,100,3.22,overcast clouds
425,Nakusp,CA,50.2499,-117.8023,48.54,53,87,1.14,overcast clouds
426,Richmond,US,37.5538,-77.4603,55.38,78,75,10.36,broken clouds
427,Killarney,IE,52.05,-9.5167,33.75,84,6,1.79,clear sky
428,Willmar,US,45.1219,-95.0433,37.42,59,0,11.5,clear sky
429,Marinette,US,45.1,-87.6307,30.29,93,100,4.61,overcast clouds
430,Carnduff,CA,49.1667,-101.8009,38.37,41,6,12.55,clear sky
431,Forest Lake,US,45.2789,-92.9852,40.95,45,7,11.48,clear sky
432,Onalaska,US,43.8844,-91.2351,37.87,70,20,0.0,few clouds
433,Kimberley,ZA,-28.7323,24.7623,55.09,44,99,10.36,overcast clouds
434,Black Forest,US,39.0131,-104.7008,49.96,22,0,10.36,clear sky
435,Helena,US,46.5927,-112.0361,63.59,26,0,10.36,clear sky
436,Norfolk,US,42.1668,-71.2495,52.92,79,20,1.01,few clouds
437,Morden,CA,49.1919,-98.1014,35.44,80,34,2.3,scattered clouds
438,Clarksville,US,36.5298,-87.3595,42.33,74,100,8.05,overcast clouds
439,Riviere-Au-Renard,CA,48.9957,-64.3971,34.09,98,100,20.87,snow
440,Van Buren,US,35.4368,-94.3483,51.82,47,0,5.75,clear sky
441,Fort Morgan,US,40.2503,-103.8,50.65,25,0,10.36,clear sky
442,Yakima,US,46.4665,-120.6678,49.93,46,40,12.66,scattered clouds
443,Logansport,US,40.7545,-86.3567,38.05,71,100,4.61,overcast clouds
444,Charlestown,AU,-32.95,151.6667,73.69,88,51,5.99,broken clouds
445,Liberal,US,37.0431,-100.921,53.74,16,0,6.91,clear sky
446,Marathon,US,44.9,-89.7668,35.13,71,100,12.66,overcast clouds
447,Belmont,US,37.5202,-122.2758,74.16,61,75,35.68,haze
448,Tooele,US,40.5308,-112.2983,63.19,34,32,11.95,scattered clouds
449,Weyburn,CA,49.6668,-103.8511,46.62,29,28,14.97,scattered clouds
450,Redlands,US,34.0556,-117.1825,88.75,17,0,13.8,clear sky
451,Bossier City,US,32.516,-93.7321,58.95,38,0,9.22,clear sky
452,Jacksonville,US,30.3322,-81.6556,63.05,54,0,11.5,clear sky
453,Ridgecrest,US,35.6225,-117.6709,84.69,13,6,11.01,clear sky
454,Marquette,US,46.5333,-87.6335,28.67,94,100,11.7,light snow
455,Spencer,US,43.1414,-95.1444,37.51,70,0,13.8,clear sky
456,Salina,US,38.8403,-97.6114,44.73,21,0,4.61,clear sky
457,Olean,US,42.0776,-78.4297,41.58,75,40,0.0,scattered clouds
458,Les Escoumins,CA,48.1111,-69.0236,31.35,99,100,3.33,light snow
459,Hays,US,30.0502,-98.0336,65.46,29,0,7.05,clear sky
460,Saint-Raymond,CA,45.467,-73.6095,40.39,91,20,3.44,mist
461,Millinocket,US,45.6573,-68.7098,39.31,93,100,3.44,mist
462,Moss Point,US,30.4116,-88.5345,59.05,70,40,0.0,scattered clouds
463,Macamic,CA,48.7502,-78.9996,32.97,97,95,3.62,overcast clouds
464,Somerset,US,40.5668,-74.5496,56.23,65,0,3.0,clear sky
465,Hearst,CA,49.6835,-83.6665,25.05,96,100,7.72,light snow
466,Dixon,US,38.4455,-121.8233,84.34,40,0,6.91,clear sky
467,Cottonwood Heights,US,40.6197,-111.8102,63.99,26,0,13.8,clear sky
468,Dodge City,US,37.7528,-100.0171,45.7,32,0,4.68,clear sky
469,Caribou,US,46.8606,-68.012,38.03,93,100,4.61,mist
470,Point Pleasant,US,40.0832,-74.0682,54.0,61,20,4.61,few clouds
471,San Felipe,VE,10.3399,-68.7425,72.59,89,96,6.51,overcast clouds
472,Saint-Augustin,CA,51.226,-58.6502,30.7,94,100,12.26,light snow
473,Andover,GB,51.2083,-1.4825,36.52,90,95,9.22,overcast clouds
474,Gallup,US,35.5281,-108.7426,61.56,12,0,6.91,clear sky
475,Woodstock,CA,43.1334,-80.7497,38.88,93,98,3.0,overcast clouds
476,Tyler,US,32.3513,-95.3011,57.25,42,0,4.61,clear sky
477,Menomonie,US,44.8755,-91.9193,39.24,41,12,6.91,few clouds
478,Twin Falls,US,42.3505,-114.6445,62.49,36,0,6.91,clear sky
479,Guymon,US,36.6828,-101.4816,55.4,16,0,4.61,clear sky
480,Scottsbluff,US,41.8666,-103.6672,56.52,27,0,9.22,clear sky
481,Odessa,UA,46.4775,30.7326,47.97,79,26,12.41,scattered clouds
482,Clovis,US,36.8252,-119.7029,91.29,25,40,11.5,scattered clouds
483,Assiniboia,CA,49.6334,-105.9845,51.62,35,80,6.91,broken clouds
484,Sept-Iles,CA,50.2001,-66.3821,31.05,96,100,28.77,snow
485,Danville,US,36.586,-79.395,48.58,64,100,10.36,overcast clouds
486,Pineville,US,31.3224,-92.4343,55.29,48,0,6.91,clear sky
487,Tulare,US,36.2666,-118.8009,76.33,33,20,1.01,few clouds
488,Glens Falls,US,43.3095,-73.644,45.36,91,0,0.0,clear sky
489,Blind River,CA,46.1834,-82.9582,32.11,96,100,5.44,overcast clouds
490,Celina,US,40.5489,-84.5702,40.68,83,42,7.4,scattered clouds
491,Seagoville,US,32.6396,-96.5383,59.77,32,0,3.44,clear sky
492,Independence,US,39.0911,-94.4155,45.39,46,0,4.61,clear sky
493,Olive Branch,US,34.9618,-89.8295,44.73,54,100,19.57,overcast clouds
494,Lewisville,US,33.0462,-96.9942,59.43,39,0,6.91,clear sky
495,Sturgeon Bay,US,44.8342,-87.377,30.18,100,100,6.91,overcast clouds
496,Maneadero,MX,31.7167,-116.5667,77.11,32,92,1.03,overcast clouds
497,Williamsport,US,41.2412,-77.0011,46.42,70,100,5.75,overcast clouds
498,Thessalon,CA,46.2501,-83.5666,30.49,99,100,5.26,light snow
499,Commack,US,40.8429,-73.2929,51.51,75,0,10.36,clear sky
500,Jerome,US,42.7241,-114.5186,65.23,27,0,5.75,clear sky
501,Baraboo,US,43.4711,-89.7443,35.01,82,100,3.44,overcast clouds
502,Saint-Ambroise,CA,48.5501,-71.3324,36.14,87,100,9.22,light snow
503,Desbiens,CA,48.4178,-71.9495,34.45,96,100,7.49,overcast clouds
504,Hattiesburg,US,31.3271,-89.2903,53.53,57,75,4.61,broken clouds
505,Jonesboro,US,35.8423,-90.7043,44.29,56,100,11.5,overcast clouds
506,Marshfield,US,44.6689,-90.1718,33.75,69,100,10.36,overcast clouds
507,Anderson,US,34.5334,-82.6499,46.76,59,0,13.8,clear sky
508,Racine,US,42.7495,-88.0751,34.11,90,99,13.8,light snow
509,Ocean City,US,39.2776,-74.5746,52.99,83,97,5.99,overcast clouds
510,Sapulpa,US,35.9987,-96.1142,52.36,32,0,3.44,clear sky
511,Lakeway,US,30.3638,-97.9796,66.69,29,0,5.75,clear sky
512,Asheville,US,35.6009,-82.554,40.84,70,100,10.36,overcast clouds
513,Fenton,US,42.7978,-83.7049,38.68,93,100,8.05,moderate rain
514,Sandpoint,US,48.2766,-116.5533,51.94,34,100,12.66,overcast clouds
515,Moorhead,US,46.8739,-96.7676,38.98,74,0,5.75,clear sky
516,Forestville,US,38.8451,-76.875,52.36,70,75,9.22,broken clouds
517,Decatur,US,39.8403,-88.9548,38.88,81,100,9.22,overcast clouds
518,Brewster,US,41.3973,-73.6171,51.55,64,24,1.54,few clouds
519,Maniwaki,CA,46.3834,-75.966,37.78,93,100,2.3,overcast clouds
520,Canyon Lake,US,29.8752,-98.2625,66.42,30,0,6.73,clear sky
521,Holt,US,42.6406,-84.5153,38.68,92,100,6.91,overcast clouds
522,New Bedford,US,41.6362,-70.9342,52.25,81,0,10.0,clear sky
523,Bryan,US,30.6744,-96.37,60.69,37,0,6.91,clear sky
524,Fort Madison,US,40.6298,-91.3151,38.43,75,100,5.75,overcast clouds
525,Thomasville,US,35.8826,-80.082,51.42,63,100,7.31,overcast clouds
526,Weiser,US,44.251,-116.9693,55.6,47,24,23.0,few clouds
527,Arroyo Grande,US,35.1186,-120.5907,67.05,66,0,9.22,clear sky
528,Medicine Hat,CA,50.0501,-110.6683,63.03,39,75,20.71,broken clouds
529,Cheyenne,US,41.14,-104.8203,55.54,24,0,13.0,clear sky
530,Camalu,MX,30.85,-116.0667,70.99,42,22,2.13,few clouds
531,Raytown,US,39.0086,-94.4636,45.48,50,0,5.01,clear sky
532,Erin,US,36.3184,-87.6947,42.35,86,39,5.95,scattered clouds
533,Matagami,CA,49.7502,-77.6328,37.51,100,75,4.61,broken clouds
534,Winthrop,US,42.3751,-70.9828,53.08,70,4,1.23,clear sky
535,Grenada,ES,37.1882,-3.6067,48.67,84,0,1.99,clear sky
536,Williston,US,48.147,-103.618,51.04,35,8,4.0,clear sky
537,Janesville,US,42.6828,-89.0187,33.66,88,100,10.0,overcast clouds
538,La Grande,US,45.3246,-118.0877,45.01,49,90,9.95,overcast clouds
539,Utica,US,43.1009,-75.2327,46.06,75,93,4.68,overcast clouds
540,Blairmore,CA,49.6,-114.4353,45.52,36,16,9.22,few clouds
541,Las Cruces,US,32.3123,-106.7783,69.6,9,0,5.75,clear sky
542,Jamestown,US,42.097,-79.2353,38.01,78,100,4.61,overcast clouds
543,Silver City,US,32.7701,-108.2803,59.67,9,0,5.75,clear sky
544,Saint Andrews,US,34.0454,-81.1293,56.98,49,100,16.11,overcast clouds
545,Lively,CA,46.4334,-81.1498,36.01,88,100,3.96,overcast clouds
546,Casper,US,42.8666,-106.3131,55.81,34,0,5.75,clear sky
547,Melita,CA,49.2681,-100.9967,41.22,41,3,10.94,clear sky
548,Socorro,US,31.6546,-106.3033,73.18,8,0,6.91,clear sky
549,Batesville,US,35.7698,-91.641,44.24,60,100,3.44,overcast clouds
550,Orangeburg,US,33.4918,-80.8557,57.16,56,43,12.73,scattered clouds
551,Marion,US,39.7684,-86.1555,40.57,85,100,16.11,overcast clouds
552,Laramie,US,41.3114,-105.5911,47.95,30,0,14.97,clear sky
553,Sainte-Agathe-Des-Monts,CA,46.0501,-74.2825,33.21,96,100,4.03,snow
554,Effingham,US,32.3669,-81.3332,61.25,54,64,9.75,broken clouds
555,Santa Maria,BR,-29.6842,-53.8069,61.9,100,20,2.3,few clouds
556,Broken Arrow,US,36.0526,-95.7908,52.25,35,0,6.91,clear sky
557,Baker,US,30.5882,-91.1682,60.75,64,0,4.61,clear sky
558,Carteret,US,40.5773,-74.2282,56.37,56,0,11.5,clear sky
559,Hagerstown,US,39.6418,-77.72,48.07,84,100,1.01,light rain
560,Magna,US,40.7091,-112.1016,65.68,25,0,13.8,clear sky
561,Valparaiso,CL,-33.0393,-71.6273,57.47,84,100,4.61,mist
562,Saint-Alexandre,FR,44.2278,4.6214,54.3,49,93,13.94,overcast clouds
563,Springville,US,40.1652,-111.6107,64.65,24,75,6.91,broken clouds
564,Moscow,RU,55.7522,37.6156,43.23,91,100,6.82,overcast clouds
565,Gaspe,CA,48.8334,-64.4819,34.02,93,100,10.36,overcast clouds
566,Geraldton,AU,-28.7667,114.6,70.21,64,100,12.66,overcast clouds
567,South Valley,US,35.0101,-106.6781,65.39,12,0,5.75,clear sky
568,Los Alamos,US,35.8881,-106.307,54.01,17,0,4.61,clear sky
569,Carlisle,US,40.2015,-77.1889,46.04,87,100,2.8,overcast clouds
570,Carlsbad,US,33.1581,-117.3506,86.05,33,0,8.05,clear sky
571,Ames,US,42.0347,-93.6199,42.08,62,0,13.8,clear sky
572,Lamesa,US,32.7376,-101.951,58.51,15,0,8.03,clear sky
573,Starkville,US,33.4504,-88.8184,44.47,65,20,0.0,few clouds
574,Caraquet,CA,47.7941,-64.9386,34.34,98,100,15.99,snow
575,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,37.74,100,100,2.48,overcast clouds
576,Lindsay,US,36.203,-119.0882,87.48,38,0,5.23,clear sky
577,Waupun,US,43.6333,-88.7296,32.11,89,94,9.24,light snow
578,Back Mountain,US,41.3359,-75.9963,43.34,92,100,2.01,light rain
579,Saint-Honore,CA,48.5334,-71.0824,35.85,89,100,9.22,light snow
580,Arlington,US,32.7357,-97.1081,60.31,37,0,6.91,clear sky
581,La Sarre,CA,48.8002,-79.1996,33.31,98,99,3.71,overcast clouds
582,Rock Springs,US,41.5875,-109.2029,58.44,22,0,9.22,clear sky
583,Abilene,US,32.4487,-99.7331,62.82,21,0,4.61,clear sky
584,Bismarck,US,46.8083,-100.7837,45.64,36,0,7.0,clear sky
585,Kirkland Lake,CA,48.1446,-80.0377,34.09,93,100,3.85,light rain
586,North Aurora,US,41.8061,-88.3273,35.31,87,100,10.36,mist
587,Choctaw,US,35.4976,-97.2689,54.1,31,0,8.05,clear sky
588,Jennings,US,38.7192,-90.2604,40.14,75,100,11.99,overcast clouds
589,Tifton,US,31.4505,-83.5085,60.73,42,100,12.66,overcast clouds
590,Andrews,US,32.3187,-102.5457,61.86,11,0,4.61,clear sky
591,Antigonish,CA,45.6169,-61.9986,41.83,94,100,3.0,overcast clouds
592,Peru,US,40.7537,-86.0689,38.14,90,100,8.05,overcast clouds
593,Sheridan,US,44.8333,-106.9173,59.38,30,0,4.61,clear sky
594,Los Lunas,US,34.8062,-106.7334,65.66,13,0,4.88,clear sky
595,Newberry,US,34.2746,-81.6187,52.47,61,8,10.8,clear sky
596,Dillon,US,34.4166,-79.3712,59.25,70,80,7.43,broken clouds
597,Evanston,US,42.0411,-87.6901,35.96,91,100,8.05,light snow
598,Enterprise,US,36.0252,-115.2419,84.74,13,20,1.99,few clouds
599,Morro Bay,US,35.3658,-120.8499,68.58,76,41,8.01,scattered clouds
600,Walla Walla,US,46.0646,-118.343,50.77,47,0,27.63,clear sky
601,Potsdam,DE,52.3989,13.0657,42.06,86,100,3.0,overcast clouds
602,Taylorville,US,39.5489,-89.2945,37.78,75,100,10.36,overcast clouds
603,Trenton,US,40.217,-74.7429,53.92,61,0,5.75,clear sky
604,Big Spring,US,32.2504,-101.4787,61.23,15,0,4.61,clear sky
605,Thetford Mines,CA,46.0913,-71.3013,37.27,98,100,3.78,overcast clouds
606,Falmouth,GB,50.1544,-5.0711,41.9,81,6,3.44,clear sky
607,Laurel,US,39.0993,-76.8483,52.48,79,75,6.91,broken clouds
608,Amqui,CA,48.4638,-67.4313,34.48,95,100,10.92,light snow
609,Lumby,CA,50.2498,-118.969,49.77,32,27,8.05,scattered clouds
610,Orchard Homes,US,46.8633,-114.0484,51.94,52,100,9.22,overcast clouds
611,Mandan,US,46.8267,-100.8896,45.81,35,0,6.91,clear sky
612,Beckley,US,37.7782,-81.1882,37.29,96,100,11.5,overcast clouds
613,Timmins,CA,48.4669,-81.3331,28.22,86,100,6.91,overcast clouds
614,Toccoa,US,34.5773,-83.3324,44.65,67,100,4.61,overcast clouds
615,Seaforth,JM,17.9358,-76.4573,79.65,89,60,2.33,broken clouds
616,Woodland,US,38.6785,-121.7733,84.34,41,20,8.05,few clouds
617,Carrollton,US,32.9537,-96.8903,59.43,37,0,6.91,clear sky
618,Moosomin,CA,50.1333,-101.6677,37.85,52,14,13.58,few clouds
619,Altoona,US,40.5187,-78.3947,42.69,91,100,3.47,overcast clouds
620,Trinidad,BO,-14.8333,-64.9,75.61,88,100,1.66,overcast clouds
621,Athens,GR,37.9795,23.7162,61.23,69,0,4.0,clear sky
622,Princeville,CA,45.7668,-61.2985,38.32,96,100,17.27,mist
623,Cardston,CA,49.2,-113.3019,46.69,65,1,19.57,clear sky
624,Deloraine,AU,-41.5333,146.6667,70.59,54,100,3.0,overcast clouds
625,Kingsport,US,36.5484,-82.5618,39.92,84,100,11.5,overcast clouds
626,Graham,US,47.0529,-122.2943,47.01,80,100,16.11,overcast clouds
627,Creston,US,41.0586,-94.3614,39.16,45,0,11.5,clear sky
628,Chico,US,39.7285,-121.8375,84.29,7,0,18.41,clear sky
629,Steinbach,DE,50.1667,8.5667,39.34,89,40,9.22,scattered clouds
630,California City,US,35.1258,-117.9859,85.55,16,0,19.57,clear sky
631,Newport,GB,51.5877,-2.9984,38.53,77,0,7.07,clear sky
632,Rexburg,US,43.826,-111.7897,65.71,19,0,11.5,clear sky
633,Charlottetown,CA,46.2352,-63.1267,43.77,87,100,23.02,overcast clouds
634,Orillia,CA,44.6087,-79.4207,39.09,94,100,5.75,overcast clouds
635,Grandview,US,38.8858,-94.533,45.25,51,0,4.61,clear sky
636,Fortuna Foothills,US,32.6578,-114.4119,93.29,9,0,6.91,clear sky
637,Ashland,US,40.8167,-82.2665,37.4,89,99,6.06,overcast clouds
638,Cheney,US,47.4874,-117.5758,50.02,32,40,34.52,smoke
639,Oxbow,CA,49.2333,-102.1676,37.63,55,8,11.92,clear sky
640,Morristown,US,36.214,-83.2949,40.23,75,100,10.36,overcast clouds
641,Troy,US,42.6056,-83.1499,42.55,86,100,5.75,overcast clouds
642,Linda,US,39.1277,-121.5508,84.54,26,0,3.44,clear sky
643,Lawton,US,34.6087,-98.3903,55.63,23,0,5.75,clear sky
644,Saint Louis,US,38.6334,-90.4001,40.1,75,100,11.5,overcast clouds
645,Plymouth,US,41.8334,-70.8328,52.18,75,75,4.61,broken clouds
646,Parry Sound,CA,45.3501,-80.033,37.45,87,92,3.83,overcast clouds
647,Peterborough,GB,52.5736,-0.2478,38.16,79,15,12.66,few clouds
648,Texarkana,US,33.4251,-94.0477,57.42,42,0,4.61,clear sky
649,College Place,US,46.0493,-118.3883,51.3,48,0,27.63,clear sky
650,Poplar Bluff,US,36.757,-90.3929,42.58,65,100,9.22,overcast clouds
651,Hinesville,US,31.8469,-81.5959,59.13,64,40,0.0,scattered clouds
652,Swift Current,CA,50.2834,-107.8014,59.81,33,40,17.27,scattered clouds
653,Ridgetown,CA,42.4334,-81.8998,37.26,90,99,4.94,overcast clouds
654,Spokane,US,47.6166,-117.3677,50.09,34,40,34.52,smoke
655,Cadillac,US,44.2519,-85.4012,28.8,80,75,6.91,broken clouds
656,Moultonborough,US,43.7548,-71.3967,41.25,93,31,2.46,scattered clouds
657,Howard,US,39.2504,-76.933,50.95,81,97,1.99,light rain
658,Pembroke,CA,45.8168,-77.1162,40.17,90,100,4.16,overcast clouds
659,Natchitoches,US,31.7668,-93.1335,54.45,47,0,4.61,clear sky
660,Johnston,US,35.5335,-78.3997,58.82,58,51,3.0,broken clouds
661,Lake Havasu City,US,34.4839,-114.3224,92.01,5,0,3.44,clear sky
662,Front Royal,US,38.9182,-78.1944,48.58,90,100,3.44,moderate rain
663,Levelland,US,33.5873,-102.378,59.2,15,0,9.26,clear sky
664,Eatonton,US,33.3268,-83.3885,52.88,57,48,7.56,scattered clouds
665,Havre,FR,49.5833,0.3333,39.6,87,40,4.61,scattered clouds
666,Edwardsville,US,38.8114,-89.9532,40.68,79,100,12.66,overcast clouds
667,Grand Island,US,40.925,-98.342,43.29,29,0,3.44,clear sky
668,Manchester,GB,53.4809,-2.2374,38.25,90,0,3.44,clear sky
669,Huntingdon,GB,52.3305,-0.1865,38.1,88,42,3.0,scattered clouds
670,Ken Caryl,US,39.5773,-105.1169,59.09,24,1,5.01,clear sky
671,Mint Hill,US,35.1796,-80.6473,51.64,56,100,10.36,overcast clouds
672,Chubbuck,US,42.9208,-112.4661,62.49,16,20,23.02,few clouds
673,Porterville,US,36.0652,-119.0168,87.22,30,0,4.68,clear sky
674,Emporia,US,38.4039,-96.1817,46.6,25,0,5.75,clear sky
675,Caldwell,US,43.6629,-116.6874,67.87,44,40,24.16,scattered clouds
676,Nacozari,MX,25.3366,-108.2574,69.12,82,56,6.35,broken clouds
677,Burlington,US,39.8835,-74.6413,53.78,66,100,6.91,overcast clouds
678,Grants,US,35.1473,-107.8514,53.83,10,0,3.44,clear sky
679,Tuscaloosa,US,33.2098,-87.5692,47.98,58,20,5.75,few clouds
680,Anaconda,US,46.1285,-112.9423,58.19,73,74,8.61,broken clouds
681,Montague,US,42.5356,-72.5351,47.55,72,23,1.41,few clouds
682,Lakefield,US,43.6775,-95.1717,36.79,78,0,14.97,clear sky
683,Ormstown,CA,45.1334,-73.9992,40.24,87,53,5.03,broken clouds
684,Port Washington,US,40.8257,-73.6982,55.98,69,20,6.91,few clouds
685,Erie,US,42.7667,-78.6664,39.25,88,66,1.01,broken clouds
686,Lock Haven,US,41.137,-77.4469,46.29,81,100,2.64,overcast clouds
687,Whitefish Bay,US,43.1133,-87.9001,33.84,84,100,14.97,light snow
688,West Fargo,US,46.875,-96.9004,38.01,72,0,5.75,clear sky
689,Greensburg,US,40.3015,-79.5389,41.76,94,0,3.0,clear sky
690,Boone,US,39.0334,-92.3335,39.45,70,69,6.35,broken clouds
691,Normandin,CA,48.8333,-72.5321,34.11,93,100,5.75,overcast clouds
692,Cleveland,US,41.4995,-81.6954,42.55,84,0,10.36,light intensity drizzle
693,La Verne,US,34.1008,-117.7678,88.66,14,0,12.66,clear sky
694,Shawnee,US,39.05,-95.7669,45.28,37,0,9.22,clear sky
695,Alamosa,US,37.4695,-105.87,48.18,21,0,4.61,clear sky
696,Leander,US,30.5788,-97.8531,64.8,32,0,5.75,clear sky
697,Tuckahoe,US,37.5901,-77.5564,55.31,62,100,5.75,overcast clouds
698,Atwater,US,37.3477,-120.6091,87.82,22,0,8.05,clear sky
699,Little Rock,US,34.7465,-92.2896,46.15,65,5,5.23,clear sky
700,Evans,US,33.5337,-82.1307,54.61,53,44,5.99,scattered clouds
701,Pinehurst,US,35.1954,-79.4695,58.3,44,40,10.36,scattered clouds
702,Jasper,US,37.2001,-94.3502,44.98,59,0,3.44,clear sky
703,Mineral Wells,US,32.8085,-98.1128,55.65,41,0,2.15,clear sky
704,Aberdeen,GB,57.1437,-2.0981,34.75,93,100,14.97,overcast clouds
705,Rock Island,US,41.45,-90.5168,39.18,72,100,10.36,overcast clouds
706,Montmagny,FR,48.9734,2.3469,39.85,91,0,11.5,clear sky
707,Jacksonville Beach,US,30.2947,-81.3931,63.07,52,0,11.5,clear sky
708,Sandusky,US,41.3501,-83.1332,43.84,80,75,5.01,broken clouds
709,Saint Stephen,GB,50.3333,-4.9,41.27,75,75,5.75,broken clouds
710,Wahpeton,US,46.2652,-96.6059,37.42,75,0,10.36,clear sky
711,Dumas,US,35.8656,-101.9732,55.54,16,0,5.75,clear sky
712,Belgrade,RS,44.804,20.4651,58.66,58,0,8.05,clear sky
713,Madera,US,37.1666,-119.8343,84.2,34,91,6.55,overcast clouds
714,Staunton,US,38.1496,-79.0717,42.96,68,100,9.22,overcast clouds
715,Pulaski,US,34.7668,-92.3001,46.49,66,6,5.1,clear sky
716,Cobourg,DE,50.2667,10.9667,37.06,95,100,3.0,overcast clouds
717,Owensboro,US,37.7742,-87.1133,40.17,87,100,11.5,overcast clouds
718,Avenal,US,36.0041,-120.129,87.57,23,59,7.94,broken clouds
719,Northport,US,33.229,-87.5772,48.02,58,20,5.75,few clouds
